sim_beta_c_cCond,sim_beta_e_cCond,sim_beta_c_eCond,sim_beta_e_eCond,sim_alpha,sim_q_init,fit_beta_c_cCond,fit_beta_e_cCond,fit_beta_c_eCond,fit_beta_e_eCond,fit_alpha,fit_q_init
1.31,-0.73326,-1.6015,3.8313,1.7787,-1.3775,1.4267,-0.97774,-0.037052,3.8854,1.6332,-1.8036
1.6717,-0.53619,-0.88528,-0.80611,-3.6018,3.8744,0.80756,2.678,0.039177,-0.48311,-2.7003,1.6488
2.5944,-0.49002,2.4904,1.9282,-4.0386,1.2819,2.172,-0.050036,2.2486,1.4367,-3.7214,1.85
0.26881,2.5014,-0.91723,3.6076,1.0849,-0.729,-0.13771,2.6874,0.66246,3.4161,0.98083,-0.80147
2.7934,-1.3713,-1.0282,4.1187,1.0931,3.8764,2.7256,-0.70779,-0.17462,3.8022,0.40739,1.895
1.8226,1.0014,-0.76243,1.1394,-1.1293,-0.50907,1.3013,1.8248,-0.5617,0.90525,-0.29205,-0.81257
1.7203,-1.2234,2.5612,1.6545,-0.075791,1.6206,1.595,-1.3251,2.8958,1.7817,-0.013564,1.6512
2.2505,1.4842,2.4167,0.01745,-2.1774,-2.5254,2.5372,1.3614,2.6555,0.15795,-2.6382,-1.6447
2.4308,-0.82537,-0.30289,-0.44449,-3.6499,1.1311,1.7239,1.1267,-0.62606,-0.0027993,-3.0119,1.3581
2.9252,-0.66263,0.32285,1.7448,-2.6291,1.0847,3.0724,0.19639,0.12607,2.1106,-2.5602,1.3155
0.41932,-1.0321,2.1544,1.1516,1.5625,4.5474,0.76006,-0.9349,2.0576,1.2668,1.4148,3.1657
-0.8428,2.1362,-0.79774,-0.19503,-3.0771,0.87112,-1.09,2.0724,-0.98465,-0.28002,-2.3895,0.96464
0.73927,2.8564,0.056436,1.1131,-0.54417,-0.90287,0.73332,3.1973,0.093638,1.1586,-0.67355,-0.74702
0.06517,4.0159,0.012881,-1.3823,-3.0267,0.34656,-0.47535,3.0676,0.57251,-1.5792,-1.9192,1.0913
-1.4389,3.2465,1.662,-0.96129,-2.4927,4.0155,0.0011163,3.6802,1.8892,-0.75589,-3.2076,2.3493
0.66152,2.5562,0.7482,1.0347,-3.1123,-0.066,0.7766,1.3422,0.40419,1.0145,-2.1799,-0.47243
1.3734,2.4139,2.1264,-0.28706,-0.87872,1.9981,1.4688,2.9778,2.3309,-1.1377,-1.4586,1.2136
-0.83525,1.2837,1.8083,3.4199,-1.8254,1.2372,-1.2849,1.447,1.6573,3.4073,-1.9238,1.2163
-0.93618,3.283,0.6281,-2.1838,1.7803,0.60602,0.51607,3.347,1.0978,-0.27344,1.1162,0.46849
0.21887,1.6047,-0.10524,3.4878,-3.24,2.052,-1.2491,1.541,-0.20393,3.3952,-3.2397,2.2263
2.2672,3.4178,-2.0683,4.3067,-1.1279,0.11564,2.3316,2.678,0.29717,3.8872,0.23724,0.15704
-0.40157,4.344,-1.277,2.1456,-1.384,4.1409,1.9212,5.0258,0.41552,2.3379,-1.4775,3.573
1.8974,1.4252,-1.6543,1.2376,-0.15414,1.0246,1.6492,1.0629,-0.41133,1.0506,1.1148,-0.83187
1.6057,-0.57412,2.2373,-0.46346,0.068681,0.83344,1.1334,0.99133,2.0438,0.037498,0.43027,1.5135
1.5172,-0.063429,-0.27895,4.2755,-3.3423,2.5409,1.2882,-0.33757,0.10838,3.3789,-3.309,3.1715
0.92317,2.6558,2.1519,2.7421,-1.1298,1.3766,0.93227,3.3065,2.0645,2.8123,-1.3294,0.81805
-1.4537,-1.5005,0.12777,1.2317,-0.94566,3.4768,-0.47841,-0.96489,0.56124,1.3369,-1.6352,1.6833
1.2577,-0.67614,0.54607,-0.28767,0.028595,1.9384,1.6601,0.074547,0.93688,0.78291,-0.85153,1.4948
0.085694,3.9954,2.2919,3.3204,-3.7677,-0.78577,0.16501,3.5413,1.1167,2.3821,-2.6966,-1.8434
-1.2085,-0.58173,2.2082,-0.45312,-3.5173,-2.2123,0.26127,-0.48318,-0.48775,2.1957,-3.104,-1.8527
-0.25112,-0.71784,-1.4373,2.9543,-0.27347,-2.1744,-0.99827,-0.63793,0.52453,2.8491,-0.27498,-2.5114
1.117,-0.33364,-1.3996,2.0235,-3.1006,0.93255,1.4097,-0.31314,-0.018299,1.2715,-3.2907,1.2083
-0.61721,0.070554,1.5725,-1.6674,-2.2197,-0.45668,-1.2364,-1.1854,0.85498,-2.1331,-0.97121,-1.5948
-1.0883,3.3115,1.3755,2.6861,-1.309,-0.97115,-0.34451,3.569,2.0516,2.8318,-1.674,-0.71275
1.8662,0.80039,1.5519,0.97505,-0.89097,0.48789,2.0061,-0.07696,1.5378,1.2832,-0.9296,-0.02023
1.143,3.3352,1.6777,2.3388,-0.50011,1.9546,2.1052,3.4925,1.5425,2.3639,-0.75707,2.147
0.45737,2.8649,-1.8725,1.301,-1.1688,-0.29727,-0.10509,3.7225,-1.4647,1.4951,-1.2794,-0.0064736
-0.50951,2.1774,1.4803,1.4889,-0.18037,0.63104,-0.26391,2.2381,0.8616,1.5252,1.0499,0.33802
1.6402,3.173,-0.3932,3.68,-0.13932,1.9772,1.7731,3.3289,0.29779,3.7669,-0.084346,1.8204
-0.60071,2.1795,2.3977,1.2692,1.3821,3.0502,-0.54883,2.1857,2.5649,1.4369,1.6459,4.4737
-0.7028,-0.99409,-1.3671,1.3714,1.2879,0.35708,-1.7327,0.41012,0.24921,1.4763,2.2016,-0.92479
1.5901,-0.37725,0.51217,1.2201,-2.914,2.9062,1.6526,-1.002,1.7405,0.97145,-2.8281,2.5485
0.1112,0.44794,1.6303,-1.8364,1.2929,4.3708,-0.67748,0.33491,2.0901,-1.3023,0.69892,3.1447
-1.35,4.2704,-0.58079,0.74311,-0.14081,0.24138,-1.3586,4.3275,-1.7326,1.145,-0.18319,0.20521
0.16894,-0.61727,-0.4881,1.7994,-0.59957,-1.0244,0.42103,-0.72811,-0.15182,2.0738,-1.3187,-0.68874
2.282,-1.3145,1.9767,0.5674,-1.803,-1.3676,2.4667,1.0673,1.768,0.21373,-1.7654,-1.4767
0.89517,2.7973,-1.4752,0.19042,-2.1959,-1.2927,-0.22731,2.4444,0.79762,-1.1651,-1.8283,-1.6546
2.7954,-1.6554,-0.99527,2.8261,-2.6587,1.2329,3.09,0.78537,-0.1125,3.1313,-2.8506,0.85262
0.76893,3.4385,0.33522,0.41635,-1.604,3.1234,2.6663,3.4464,0.33418,0.57602,-2.2629,2.3067
-0.58286,-1.3867,0.76972,2.8047,-2.2836,4.3037,-0.65783,-0.54285,1.7304,2.8312,-2.5268,2.889
-0.53239,-0.049506,1.18,3.4694,0.056064,3.6821,-1.3401,0.31368,2.8313,4.5189,-0.77155,1.481
-0.26355,2.3309,0.24307,-0.32539,0.91084,0.61993,0.75139,2.0531,0.071724,0.28779,1.8308,0.86315
1.6222,3.7523,1.44,-0.69678,-2.3148,1.1628,0.92416,3.2914,-0.047017,0.56992,-1.7522,2.3494
1.319,2.5243,-0.96796,1.0183,-2.1382,2.3519,1.5273,2.7795,0.29947,0.94188,-2.2305,1.9809
-0.32253,-1.636,1.4944,0.45348,1.7661,-0.033026,-0.48723,-0.21263,1.5421,0.64078,1.3482,0.26983
-1.4782,-1.3582,1.4651,4.1427,-1.4692,4.2999,-0.71656,-1.6621,-0.057514,4.8104,-2.1245,1.8382
-0.1105,2.0615,-1.9789,4.2421,-3.4227,0.0024905,-1.6895,0.44593,-1.676,2.3888,-0.46139,-0.063378
2.0874,-0.23409,2.1828,3.0808,-3.5326,2.48,0.83547,1.3681,3.0933,-0.12842,-3.4776,2.9845
2.7006,1.0293,1.5471,2.4543,0.97424,3.4757,2.6112,0.72894,1.5548,2.5783,1.4931,2.5114
2.6746,1.9697,1.4373,2.076,-1.2298,-0.39937,3.0401,1.6866,0.74355,1.4441,-0.27895,-0.85663
1.8967,-0.64056,-0.13101,0.99205,-3.9491,-2.5286,1.0834,1.5535,-0.28423,0.85541,-2.6346,-2.728
1.2187,0.09274,0.074442,0.031624,-0.21813,-1.4954,1.1622,-1.1997,-0.43289,-0.3018,0.41157,-0.65742
-1.2754,4.1197,-1.3375,1.6827,-1.5702,-1.2719,1.5896,3.6589,-1.2448,1.3798,-1.2596,-1.9161
0.13859,-1.5613,2.3938,-0.62688,-1.5574,2.193,-1.3348,-0.5652,2.1726,1.0052,-1.3307,2.6545
2.8641,0.41931,0.28153,2.3476,-1.4334,2.5448,3.0949,-0.58688,0.97442,2.2567,-1.6112,2.5568
2.0142,3.0461,-1.1011,1.0888,-0.40767,3.8404,0.22818,3.6221,-0.92165,1.1904,-0.60832,2.6764
-1.1821,2.8185,-0.97534,-0.80932,-2.1125,3.2231,-0.57963,2.7954,0.14845,-0.54797,-2.3953,2.4388
1.7481,-1.0562,-0.91923,0.72833,-3.3759,-0.81787,0.63256,0.061806,-0.87754,0.44268,-1.999,-1.8396
-0.57671,1.266,1.9728,-0.15996,1.6775,1.5892,0.35539,1.0891,2.0309,-0.38155,1.4814,3.5381
1.8727,-1.5237,0.61143,1.2848,0.25666,2.8866,1.7348,-0.76435,0.21548,1.2788,0.2159,3.4446
2.6141,2.3244,-0.82834,2.3941,-3.4622,3.9065,-0.063419,2.8299,-0.078309,2.5642,-3.3659,3.0824
2.7558,4.3533,0.7063,2.7682,0.84781,-2.2007,2.9905,5.0783,0.73584,2.7675,0.42918,-1.3746
-0.27192,-1.6316,2.5592,-0.99889,0.1448,1.2949,0.0077598,-0.47636,2.3523,-1.1697,-0.13046,1.3503
1.6933,-0.64832,-0.11968,0.97971,-1.6687,-2.1832,1.5764,-0.18287,-1.0407,1.0929,-1.4627,-2.1736
2.836,-0.2877,0.77346,-1.7114,-3.1544,4.2886,3.5685,0.12927,1.7502,-0.63751,-3.574,2.1072
-0.78573,0.31041,-0.074028,3.4541,-0.22191,0.19919,-0.72418,0.57331,-0.75314,3.6782,1.1413,0.23359
0.47678,0.54149,2.3795,-1.9763,0.76207,-1.3885,0.39581,0.86503,2.4471,-1.5936,0.53471,-2.1889
2.7934,0.22314,-0.90956,-0.65675,-3.5302,1.2336,2.3452,0.52897,0.98393,-0.59599,-3.0665,1.88
0.405,-0.23502,-1.6858,1.2953,0.98571,4.6371,0.38382,0.096909,-1.8494,1.7244,0.38868,2.8389
3.2342,0.84062,-0.098849,0.50423,0.080896,-0.86163,3.3483,-0.69295,-0.86749,1.0868,-0.39816,-1.248
-0.43624,0.28019,0.5142,2.5619,-2.0788,-0.56109,0.55097,-0.32095,0.94866,2.5427,-2.2485,-0.4569
-0.83632,-0.55809,2.4675,0.01058,1.1062,3.297,-1.0526,-0.32841,3.1257,1.4196,0.9278,1.4939
0.8991,3.5973,1.1293,1.8114,0.9441,-0.020304,0.40811,3.6887,1.0075,1.6498,0.80085,0.067295
0.090592,0.17117,-0.32879,0.88744,-2.2147,2.6217,-0.74171,0.36614,0.46937,0.063726,-1.9921,4.2526
-0.63013,-0.50142,-1.72,-1.2993,0.12198,3.247,-1.5301,0.48615,-0.3999,-0.62898,-1.5461,0.9014
0.6917,3.802,0.34557,1.6894,-2.662,3.8495,2.1136,3.9815,1.4838,1.4407,-2.4688,3.7148
1.0966,2.2782,0.016378,-1.6919,-1.8938,-0.66322,2.2361,2.241,-1.0078,-1.1115,-2.7378,-0.57733
-0.16619,2.1138,-0.90192,1.8264,-3.708,0.94267,-1.0241,1.289,-0.97861,1.1507,-3.5792,2.0243
0.33972,-0.011768,1.0377,2.2902,-0.82348,0.64773,-0.31813,0.42423,1.7252,2.4867,-0.76623,0.48102
2.183,-1.7674,-1.0202,2.2209,-0.37615,3.6844,2.2403,0.26399,0.488,2.1461,-0.31961,3.0774
1.333,1.3063,1.5208,0.84564,-1.5637,-0.4924,1.3663,1.0638,1.5215,0.74309,-1.2668,-0.63665
2.5345,-0.30936,-1.7758,3.3539,-0.46336,-1.4408,2.6651,-0.9958,0.6991,3.0202,-0.1505,-1.8091
1.8908,-1.5332,-0.41066,2.9926,-3.6598,0.71431,1.0501,0.92108,1.324,2.4524,-3.0871,0.84221
2.0031,1.4962,-1.6631,-1.0216,-1.4177,2.5939,2.4385,2.778,-1.3078,-0.90857,-2.128,0.8167
1.5974,2.4098,-1.6367,0.28409,0.93717,-0.59468,2.2736,2.0014,-1.4567,0.011054,-0.12379,-0.51687
1.7878,3.9275,-0.27098,-1.533,-0.68261,0.45956,1.4761,3.7867,-1.6246,-1.8479,-0.58876,0.45202
-1.0307,-0.44394,-0.14428,4.3304,0.22082,-0.82969,-0.68584,-0.72508,-0.35355,4.2369,0.23075,-1.0658
-1.196,4.2004,0.46906,1.9908,-0.68469,-1.9665,-0.39767,4.6809,0.49818,1.4689,-0.3771,-2.8742
0.53159,4.2187,2.3648,0.34169,-1.8655,-0.52512,0.060267,4.5115,2.4627,-0.8903,-1.7828,-0.40787
2.4797,-1.0685,-0.028818,2.2341,-0.22072,0.098808,2.6509,-0.58801,0.69791,2.1732,-0.070916,-0.08815
2.1223,2.6,0.39543,3.5497,1.4397,4.3037,1.6943,2.8028,2.0648,4.3704,0.73075,3.0375
0.54478,1.5513,2.6461,0.04326,0.45618,0.81288,0.45621,1.4472,2.7209,0.45095,0.41268,0.56176
3.2083,-0.58966,-1.912,-1.0211,1.0461,0.093172,3.1074,1.2449,-1.3988,0.19448,0.50219,-0.1412
0.27071,1.5885,-1.4681,-0.36481,-3.0727,1.5565,-0.77385,1.3386,-0.32703,-0.26733,-2.6906,2.3189
1.5571,-1.0733,1.0753,1.515,-1.9968,1.5482,1.1737,1.4169,0.56649,1.499,-1.6202,1.3518
-1.5454,2.7294,1.9884,0.42971,-0.45909,-2.0217,-0.43208,3.2392,2.4447,1.1225,-0.99609,-1.5453
-0.14346,2.9112,-0.67894,2.0158,-3.5714,-0.35009,-0.39043,1.1777,-1.4291,-0.12826,-2.3101,-1.4947
2.9102,2.3057,1.6472,4.1146,-3.1291,1.4482,1.4982,1.565,1.5359,2.6053,-2.3455,4.5196
1.9292,3.6835,1.1703,2.5846,0.073548,-2.3245,-0.36262,3.7978,1.7546,2.7654,0.29577,-2.3116
0.98678,-1.1763,-2.0227,3.4796,0.61923,2.3808,1.041,-0.9135,-0.4871,3.1664,0.78355,2.1835
0.87453,-1.442,-0.030904,-1.0895,-1.9383,4.4855,-0.59719,1.829,0.72041,-0.2159,-2.0577,1.518
1.3106,3.9389,0.78491,-1.8731,-0.3516,3.8297,-0.36584,4.7708,0.76919,-0.88947,-0.60485,2.8502
2.8631,1.9007,2.0051,3.4286,0.74157,-1.6946,2.9067,1.8389,1.8075,3.3027,0.75124,-1.5564
0.19997,0.2751,0.53622,0.6893,0.44378,2.8852,-1.0148,0.60547,0.51987,0.65981,1.461,4.5213
-1.1162,0.37749,1.1897,3.0817,1.7502,2.8581,-0.76752,-0.20705,3.0079,4.3139,0.66897,2.4601
2.4179,4.0776,0.7049,0.86316,-3.3138,-2.512,0.042112,3.3884,0.84829,0.16981,-3.2373,-2.9967
1.8786,3.0067,0.24986,-0.085665,-3.0258,-2.2981,-0.49321,2.9142,0.0062405,-0.11979,-2.4472,-2.8744
1.488,1.1185,0.74869,-2.0658,-2.4263,4.2225,1.1275,1.2675,0.89264,-1.0935,-2.2938,4.3216
1.3376,-1.0369,0.6455,0.709,-2.3585,3.1326,1.5517,-0.39709,0.687,0.97915,-1.9855,2.6921
2.3969,3.8534,-1.9009,0.96653,-0.34832,-2.23,4.0507,4.7797,-0.4474,0.71497,-0.036583,-2.9174
-0.93757,3.103,0.75996,-2.1936,0.82042,2.4085,-0.72737,3.0287,0.48511,-0.77235,1.3898,2.7523
1.3264,0.50048,0.91428,-1.1631,0.55508,-1.4252,1.4519,0.11767,0.83197,-1.6765,0.64118,-3.3733
1.3844,2.8919,1.4717,-1.6829,-0.78516,4.3323,0.88706,2.972,1.2298,-0.34951,-0.81853,3.2014
2.1289,2.301,1.3181,-0.53244,-0.35355,0.92033,2.1868,2.4013,1.1966,0.43386,-1.3083,0.81673
2.2047,2.3234,-1.3291,2.6432,-2.3087,1.2193,2.4667,1.6134,-0.97249,2.4302,-2.4065,1.371
2.0706,-0.66215,2.2046,3.796,-3.8602,-2.5022,1.4888,-0.16109,0.14185,3.0983,-3.5732,-3.8148
2.5528,3.9312,2.5586,4.1168,-2.7106,1.8382,2.9079,4.0461,0.080937,3.7386,-2.2866,3.0956
0.65794,-0.095837,-0.70131,-0.05156,1.4765,0.97527,0.57149,-0.094259,0.030184,0.5414,2.4418,1.3604
1.2471,1.3856,-1.0398,2.7488,-1.5351,3.5577,1.7043,1.1325,-0.48209,2.9421,-1.9785,2.6085
2.081,2.1084,0.85373,-1.9792,-3.7833,1.2169,-0.12963,2.199,1.2948,-0.58065,-2.5404,2.2171
2.1583,0.56376,-1.2401,4.3693,-0.50934,2.5944,2.4582,0.59574,1.7558,5.4726,-0.91157,1.8189
0.32353,-0.81701,0.31866,0.35777,0.86677,3.2735,-0.0081351,0.56233,0.53913,0.93128,-0.13914,0.64822
2.9676,2.9897,0.40176,2.025,-1.69,3.8105,2.7764,3.0541,1.9048,2.3521,-2.0357,2.6122
0.5795,-0.95125,0.98454,-0.73346,0.07768,-1.3553,0.76845,-1.2123,1.5151,0.31993,-0.64603,0.063576
-0.19317,-0.3471,0.083478,-1.9394,-3.698,-2.0718,-0.4051,-0.45165,0.29177,-0.068807,-3.1167,-1.3664
2.5751,4.3637,2.02,3.8238,1.6238,-1.765,0.023186,4.2335,1.5064,3.1887,2.0762,-2.0075
3.1865,1.4853,2.4529,-1.4223,1.7654,4.193,3.3685,1.4794,3.2442,1.3557,1.9893,4.879
3.0957,-0.0052788,-1.4084,3.7075,1.4164,3.4208,2.977,0.50187,1.8516,3.9949,1.5591,1.8237
-0.57309,-1.5455,-1.1317,1.8057,-3.8216,4.1641,0.037034,0.79626,2.6752,0.9691,-3.8348,1.639
-1.1215,-1.3533,1.6967,1.3467,0.18097,-1.1639,-1.288,-1.332,1.8875,1.3377,0.39424,-1.8006
2.7054,0.56955,2.2448,1.5924,-4.0166,-0.99145,2.4199,0.3112,1.9942,0.081172,-4.1207,-1.3248
2.0338,2.4326,-1.6547,0.76706,-3.7211,0.26411,1.199,0.17008,0.8649,-0.65358,-2.2322,0.96111
1.4156,-0.20582,2.5352,3.9066,-2.2469,-1.6172,1.6215,0.71343,2.7306,3.7841,-2.4022,-1.489
1.7474,-1.0881,0.99485,-1.2204,1.3949,3.0792,1.7073,-1.0917,1.2785,-1.2654,1.016,3.3259
2.7427,-1.5525,2.1662,2.1121,0.93716,2.6988,2.4808,0.42201,2.1378,2.2692,1.5923,2.9732
1.4731,0.61975,0.30476,-1.815,1.3681,-2.4905,1.8642,-0.45511,0.072485,-0.90303,0.72344,-3.0212
-1.2442,0.71499,0.24019,-0.51422,0.016373,-2.1088,-0.60252,0.23823,0.58711,0.39158,-0.87135,-2.0943
0.067379,3.0591,2.6442,1.9186,0.24318,-2.0481,-0.68894,3.0508,2.5445,1.9595,0.67337,-2.0796
1.2629,3.7725,0.4975,-1.6819,-0.79408,2.937,1.5106,3.7415,1.058,-0.98436,-0.96556,2.414
1.1946,1.8661,0.98082,0.26134,-3.2447,4.5389,0.19826,3.3363,2.5012,-0.062731,-3.6065,1.5596
2.8121,2.4483,0.1606,-2.1263,1.3779,1.5473,3.0911,2.3917,0.058957,-0.28611,1.8427,2.013
1.8489,0.84696,0.052271,-1.3402,-2.098,-2.1636,1.9761,-0.025651,-1.8497,-1.7657,-2.3003,-2.1134
-0.93198,3.6256,0.66492,0.39635,-0.71189,4.2447,1.327,4.1399,-0.027376,0.75253,-0.93811,3.4056
3.1425,-1.3056,-1.6872,-1.5759,0.47651,0.73488,3.1337,-0.44927,-0.48312,-1.4796,0.80351,0.43632
1.7978,0.80833,-0.3096,2.9381,-0.50147,-1.8547,2.0602,-0.47699,-1.0308,3.3935,-1.2061,-0.98039
1.0586,-0.79988,2.2615,3.4873,-0.27846,-2.1866,1.1365,0.7653,2.7101,3.8605,-0.41523,-1.5793
1.5111,-1.2661,2.5732,-0.26785,-2.1675,2.9304,1.5662,-1.2239,2.8786,0.034366,-2.4126,1.9644
1.891,1.579,-1.5512,-1.7262,0.22804,3.9131,1.9021,1.8427,-0.88438,-1.6897,1.2286,2.6949
0.15163,1.8059,1.9055,-1.1349,-0.25573,-1.3385,0.69786,1.4956,1.8156,-0.083088,-0.15562,-1.1191
2.9925,2.736,-0.73741,2.4245,-3.3111,1.6339,1.1929,3.0429,-0.29715,2.3878,-2.7635,1.7398
1.9863,0.15072,2.5181,1.5461,-0.92962,4.1354,2.0823,0.59628,3.1789,1.8161,-1.5812,2.4534
1.535,3.448,0.058793,0.12128,0.74142,-2.2131,-0.12632,3.5776,-0.29658,-0.068595,1.0434,-3.5451
-0.50816,-0.68483,1.2206,-1.8014,-3.0633,3.5372,-0.27555,-0.26788,1.7662,-0.3022,-3.9856,1.6298
1.8988,1.6856,-0.38028,0.25085,-1.3366,3.1018,2.2257,1.6801,-0.9551,0.42698,-2.0299,1.6758
-0.77549,0.99198,0.021778,1.3856,-2.5484,0.92302,1.1802,-0.61111,-0.67795,1.8413,-3.0662,1.0076
1.6789,3.179,1.0474,-1.4522,0.22521,-0.93776,2.3619,2.8819,1.2449,-0.034739,0.74982,-2.099
2.5829,4.2991,1.4272,-1.6305,-3.4439,-0.55276,1.7747,2.7964,-0.95032,-1.6478,-2.0333,-2.8348
0.3295,0.18071,-0.056827,1.8691,-0.67269,3.154,0.076759,0.40519,0.94107,1.9754,-0.539,2.4486
2.9598,2.8756,1.0268,-1.7107,-2.6148,2.2675,2.796,2.7721,1.086,0.12882,-2.3049,2.9942
-0.68384,-0.072241,0.8692,4.3329,-0.43475,0.47716,-1.2767,0.13221,1.0458,3.9932,0.82631,0.45014
0.43788,0.081714,-1.5943,-0.2509,-0.98736,-2.3494,1.0984,-0.0548,-1.3872,0.15155,-1.8886,-1.4007
1.4784,3.2399,-1.3251,-1.3519,-3.5244,3.1037,-0.023731,3.2194,-0.82582,-1.403,-3.6202,2.0658
-1.4906,0.81658,0.38333,2.2957,-1.0106,2.3751,-0.20912,0.22376,-1.0292,3.2093,-1.7583,0.95952
1.9029,0.50941,0.6575,1.0452,-1.2552,-1.5517,2.0025,-0.05692,0.6455,0.33662,-0.73324,-1.8775
0.50239,3.0927,-0.81299,1.0986,1.6534,3.9799,0.92934,3.181,-1.1014,1.44,0.79419,2.9057
3.107,2.9996,-1.5835,-1.1475,0.27084,3.7747,3.0492,3.0413,-2.2098,-0.55531,0.53852,4.0828
0.70054,2.2828,-0.76781,3.4073,1.2538,1.1565,-0.034805,2.2498,-0.78662,3.793,0.71561,0.91123
0.15256,-1.3275,0.60584,1.945,0.0025034,-1.8521,0.5613,-0.4697,0.65613,1.7992,0.36964,-2.7771
2.3463,0.76458,-1.8241,2.8574,-1.948,-1.6755,2.3247,1.1919,-1.1733,3.3484,-1.6424,-1.8277
1.5297,2.0579,1.643,0.95197,1.5805,4.6291,1.3653,1.9271,1.3753,0.46419,2.3663,3.764
2.7777,-0.44393,-0.59652,2.5381,-0.059369,1.8946,2.875,-0.061404,0.85168,2.9481,-0.26943,1.8343
0.15221,0.13449,0.45729,1.002,0.92293,0.27159,-0.42275,0.34621,0.78581,0.72898,-0.21683,0.38245
2.4457,-0.30539,0.19949,4.131,-2.0144,1.6379,2.1055,-0.99888,-0.82655,3.6636,-1.8126,1.9162
1.0998,3.3925,0.35973,-0.56933,1.3135,4.0815,-0.60441,3.1275,0.49424,0.19689,1.3721,2.8306
1.6052,0.99455,-0.31056,1.603,1.3553,-1.0844,1.8518,-0.12671,-0.058729,1.552,1.1702,-0.82754
-0.94702,1.7751,0.44564,-0.48393,0.55211,2.5758,-0.3164,1.5424,0.55571,-1.9133,0.89878,3.0422
2.9023,0.30084,-0.38399,3.8155,-2.9838,0.75575,2.5296,1.3434,-0.59482,3.2528,-2.3266,1.4658
-1.3689,1.6447,-0.31407,0.32776,-4.0679,-1.9388,-1.1635,2.2248,0.76509,-0.68979,-3.3703,-1.4359
2.561,2.9404,-1.7464,-1.5261,-0.021214,1.4297,2.6817,3.5462,-1.8172,-1.9888,-0.50252,0.64401
0.57345,1.0916,2.5379,1.8364,-3.935,2.8914,1.6701,-0.11594,0.48094,2.7271,-3.7311,3.1337
-0.56947,3.6544,1.2803,1.344,-3.1297,1.4698,-0.45643,3.176,0.26081,1.666,-3.3164,1.6669
-1.3096,3.5252,1.4945,2.6844,-0.041155,-1.6981,2.5788,4.3394,1.5161,2.7801,-0.57442,-1.2311
-0.44111,1.8508,-1.607,2.2821,1.3866,1.7833,-0.85008,1.86,-1.2588,2.2316,1.4091,2.0031
2.729,1.3647,1.1761,3.223,-3.9448,-1.8939,2.2931,-0.34958,0.12295,3.1772,-3.1148,-3.935
-0.34368,0.06955,0.98805,4.1931,-3.7466,1.3731,-1.2943,-1.482,0.10908,3.7351,-3.4242,2.121
0.17375,0.72832,0.3377,2.1102,1.529,0.12029,0.58689,-0.5205,0.69916,2.4887,0.23616,0.28776
1.2753,2.8693,0.68054,-0.75116,0.8519,3.2954,1.0882,2.3677,1.0533,-1.0035,1.1848,3.5261
1.8897,3.4871,-0.51147,0.80191,-0.12013,2.8678,1.862,3.8751,-1.2292,1.1389,-0.29095,2.0873
1.6898,1.3633,1.9348,2.4533,-3.6023,0.75552,-0.50614,1.6274,0.69908,1.8762,-2.4727,1.5314
2.2417,-0.45663,1.2706,-1.2565,-4.0086,2.4694,0.14793,2.5121,-0.4904,1.2513,-3.5283,1.8361
-0.96439,1.6843,2.4452,2.1316,1.1965,-0.12357,-1.4057,1.5463,2.7076,2.1549,1.4208,-0.14958
1.5856,-1.345,-0.57427,-0.41295,-1.2171,-1.962,1.3167,0.76242,0.56551,-1.2388,-1.0251,-0.37575
1.4125,2.4113,1.377,1.3365,-0.10674,3.4512,0.39263,2.9827,1.4706,1.4224,-0.025398,3.223
1.588,3.1811,1.2438,-0.69264,0.98367,-1.0744,1.6179,2.9255,1.3585,-1.195,1.0491,-1.5444
2.6795,-0.65192,-1.6823,2.4011,-1.9071,1.9286,2.5302,0.038671,-1.1398,1.8678,-1.81,2.2458
-0.88999,2.7019,-0.74652,4.0624,0.042703,-1.119,0.8289,2.6584,-0.10179,4.0167,0.41531,-1.4061
-0.46723,2.3108,-0.48419,-1.0815,-0.4029,0.21198,0.55501,2.4264,-1.6097,-0.8619,-0.47623,0.24758
-0.64453,1.709,0.5829,2.0704,-3.6676,-0.57126,-0.44671,0.42404,1.0237,0.28072,-2.0621,-2.9468
-0.9743,0.52411,1.9175,-1.4301,0.75322,-1.8283,-0.17171,0.60159,1.6842,0.097465,1.8668,-1.417
2.5821,2.5131,0.29097,0.48903,-3.3456,3.525,0.051279,3.4796,-0.21106,0.92367,-3.3959,2.6283
-0.11021,-1.7758,-1.7775,-1.5683,-1.5663,2.0929,-0.37765,0.26892,-0.79339,-0.52261,-0.52776,-0.01658
2.4607,2.0822,-0.84259,-1.4696,-1.3693,2.4401,2.7293,2.5848,-0.38372,-0.58212,-1.6465,2.0924
2.6082,-0.4906,0.074507,1.3447,0.85296,3.8922,2.5836,-0.18484,-0.85547,1.3311,1.8411,2.6716
2.2408,0.97484,-1.2729,1.473,-1.9118,-1.1496,1.9129,0.42988,0.16054,1.1223,-1.3885,-1.8401
2.5271,-0.17638,1.9792,3.1842,1.0323,-2.1552,2.2943,-1.2358,2.2115,3.295,0.27493,-2.6354
1.4537,3.2494,0.71517,0.8947,-2.3829,-2.1971,0.19328,3.2992,0.35375,1.3404,-2.2418,-2.1686
0.81222,-0.30129,-0.72304,-1.1579,-1.7888,0.11939,0.31204,0.66449,0.4295,0.31417,-2.2317,-0.51888
